no,room,date,count_1s,Value
520,1,09/07/2023 15:00,0,39
521,1,09/07/2023 16:00,0,39
522,1,09/07/2023 17:00,0,39
523,1,09/07/2023 18:00,0,39
524,1,09/07/2023 19:00,0,39
525,1,09/07/2023 20:00,0,39
526,1,09/07/2023 21:00,0,39
527,1,09/07/2023 22:00,0,39
528,1,09/07/2023 23:00,0,39
529,2,18/06/2023 00:00,0,47
530,2,18/06/2023 01:00,0,46
531,2,18/06/2023 02:00,0,46
532,2,18/06/2023 03:00,0,84
533,2,18/06/2023 04:00,0,66
534,2,18/06/2023 05:00,0,48
535,2,18/06/2023 06:00,0,46
536,2,18/06/2023 07:00,0,50
537,2,18/06/2023 08:00,0,50
538,2,18/06/2023 09:00,0,50
539,2,18/06/2023 10:00,0,47
540,2,18/06/2023 11:00,0,51
541,2,18/06/2023 12:00,0,51
542,2,18/06/2023 13:00,0,51
543,2,18/06/2023 14:00,0,50
544,2,18/06/2023 15:00,0,50
545,2,18/06/2023 16:00,0,49
546,2,18/06/2023 17:00,0,48
547,2,18/06/2023 18:00,0,48
548,2,18/06/2023 19:00,0,48
549,2,18/06/2023 20:00,0,46
550,2,18/06/2023 21:00,0,46
551,2,18/06/2023 22:00,0,48
552,2,18/06/2023 23:00,0,46
553,2,19/06/2023 00:00,0,46
554,2,19/06/2023 01:00,0,45
555,2,19/06/2023 02:00,0,46
556,2,19/06/2023 03:00,0,45
557,2,19/06/2023 04:00,0,48
558,2,19/06/2023 05:00,0,48
559,2,19/06/2023 06:00,0,47
560,2,19/06/2023 07:00,0,50
561,2,19/06/2023 08:00,0,50
562,2,19/06/2023 09:00,0,50
563,2,19/06/2023 10:00,0,48
564,2,19/06/2023 11:00,0,50
565,2,19/06/2023 12:00,0,51
566,2,19/06/2023 13:00,0,53
567,2,19/06/2023 14:00,0,50
568,2,19/06/2023 15:00,0,54
569,2,19/06/2023 16:00,0,54
570,2,19/06/2023 17:00,0,51
571,2,19/06/2023 18:00,0,50
572,2,19/06/2023 19:00,0,51
573,2,19/06/2023 20:00,0,46
574,2,19/06/2023 21:00,0,51
575,2,19/06/2023 22:00,0,49
576,2,19/06/2023 23:00,0,47
577,2,20/06/2023 00:00,0,67
578,2,20/06/2023 01:00,0,47
579,2,20/06/2023 02:00,0,82
580,2,20/06/2023 03:00,0,46
581,2,20/06/2023 04:00,0,48
582,2,20/06/2023 05:00,0,48
583,2,20/06/2023 06:00,0,48
584,2,20/06/2023 07:00,0,47
585,2,20/06/2023 08:00,0,47
586,2,20/06/2023 09:00,0,53
587,2,20/06/2023 10:00,0,47
588,2,20/06/2023 11:00,0,48
589,2,20/06/2023 12:00,0,49
590,2,20/06/2023 13:00,0,44
591,2,20/06/2023 14:00,0,50
592,2,20/06/2023 15:00,0,52
593,2,20/06/2023 16:00,0,50
594,2,20/06/2023 17:00,0,50
595,2,20/06/2023 18:00,0,51
596,2,20/06/2023 19:00,0,49
597,2,20/06/2023 20:00,0,49
598,2,20/06/2023 21:00,0,48
599,2,20/06/2023 22:00,0,50
600,2,20/06/2023 23:00,0,46
601,2,21/06/2023 00:00,0,48
602,2,21/06/2023 01:00,0,48
603,2,21/06/2023 02:00,0,46
604,2,21/06/2023 03:00,0,45
605,2,21/06/2023 04:00,0,46
606,2,21/06/2023 05:00,0,59
607,2,21/06/2023 06:00,0,48
608,2,21/06/2023 07:00,0,49
609,2,21/06/2023 08:00,0,51
610,2,21/06/2023 09:00,0,52
611,2,21/06/2023 10:00,0,56
612,2,21/06/2023 11:00,0,52
613,2,21/06/2023 12:00,0,54
614,2,21/06/2023 13:00,0,52
615,2,21/06/2023 14:00,0,51
616,2,21/06/2023 15:00,0,53
617,2,21/06/2023 16:00,0,51
618,2,21/06/2023 17:00,0,50
619,2,21/06/2023 18:00,0,51
620,2,21/06/2023 19:00,0,50
621,2,21/06/2023 20:00,0,50
622,2,21/06/2023 21:00,0,64
623,2,21/06/2023 22:00,0,45
624,2,21/06/2023 23:00,0,53
625,2,22/06/2023 00:00,0,51
626,2,22/06/2023 01:00,0,46
627,2,22/06/2023 02:00,0,49
628,2,22/06/2023 03:00,0,50
629,2,22/06/2023 04:00,0,49
630,2,22/06/2023 05:00,0,49
631,2,22/06/2023 06:00,0,51
632,2,22/06/2023 07:00,0,51
633,2,22/06/2023 08:00,0,50
634,2,22/06/2023 09:00,0,51
635,2,22/06/2023 10:00,0,52
636,2,22/06/2023 11:00,0,50
637,2,22/06/2023 12:00,0,48
638,2,22/06/2023 13:00,0,51
639,2,22/06/2023 14:00,0,49
640,2,22/06/2023 15:00,0,46
641,2,22/06/2023 16:00,0,52
642,2,22/06/2023 17:00,0,52
643,2,22/06/2023 18:00,0,54
644,2,22/06/2023 19:00,0,53
645,2,22/06/2023 20:00,0,50
646,2,22/06/2023 21:00,0,50
647,2,22/06/2023 22:00,0,50
648,2,22/06/2023 23:00,0,50
649,2,23/06/2023 00:00,0,48
650,2,23/06/2023 01:00,0,65
651,2,23/06/2023 02:00,0,50
652,2,23/06/2023 03:00,0,50
653,2,23/06/2023 04:00,0,51
654,2,23/06/2023 05:00,0,51
655,2,23/06/2023 06:00,0,53
656,2,23/06/2023 07:00,0,47
657,2,23/06/2023 08:00,0,52
658,2,23/06/2023 09:00,0,50
659,2,23/06/2023 10:00,0,52
660,2,23/06/2023 11:00,0,51
661,2,23/06/2023 12:00,0,51
662,2,23/06/2023 13:00,0,51
663,2,23/06/2023 14:00,0,53
664,2,23/06/2023 15:00,0,49
665,2,23/06/2023 16:00,0,50
666,2,23/06/2023 17:00,0,52
667,2,23/06/2023 18:00,0,51
668,2,23/06/2023 19:00,0,52
669,2,23/06/2023 20:00,0,48
670,2,23/06/2023 21:00,0,51
671,2,23/06/2023 22:00,0,50
672,2,23/06/2023 23:00,0,49
673,2,24/06/2023 00:00,0,63
674,2,24/06/2023 01:00,0,52
675,2,24/06/2023 02:00,0,52
676,2,24/06/2023 03:00,0,51
677,2,24/06/2023 04:00,0,52
678,2,24/06/2023 05:00,0,49
679,2,24/06/2023 06:00,0,51
680,2,24/06/2023 07:00,0,50
681,2,24/06/2023 08:00,0,50
682,2,24/06/2023 09:00,0,51
683,2,24/06/2023 10:00,0,50
684,2,24/06/2023 11:00,0,51
685,2,24/06/2023 12:00,0,50
686,2,24/06/2023 13:00,0,49
687,2,24/06/2023 14:00,0,50
688,2,24/06/2023 15:00,0,50
689,2,24/06/2023 16:00,0,49
690,2,24/06/2023 17:00,0,44
691,2,24/06/2023 18:00,0,49
692,2,24/06/2023 19:00,0,48
693,2,24/06/2023 20:00,0,50
694,2,24/06/2023 21:00,0,48
695,2,24/06/2023 22:00,0,49
696,2,24/06/2023 23:00,0,46
697,2,25/06/2023 00:00,0,50
698,2,25/06/2023 01:00,0,50
699,2,25/06/2023 02:00,0,52
700,2,25/06/2023 03:00,0,70
701,2,25/06/2023 04:00,0,49
702,2,25/06/2023 05:00,0,50
703,2,25/06/2023 06:00,0,48
704,2,25/06/2023 07:00,0,51
705,2,25/06/2023 08:00,0,50
706,2,25/06/2023 09:00,0,48
707,2,25/06/2023 10:00,0,52
708,2,25/06/2023 11:00,0,51
709,2,25/06/2023 12:00,0,50
710,2,25/06/2023 13:00,0,50
711,2,25/06/2023 14:00,0,50
712,2,25/06/2023 15:00,0,51
713,2,25/06/2023 16:00,0,49
714,2,25/06/2023 17:00,0,51
715,2,25/06/2023 18:00,0,50
716,2,25/06/2023 19:00,0,51
717,2,25/06/2023 20:00,0,50
718,2,25/06/2023 21:00,0,48
719,2,25/06/2023 22:00,0,48
720,2,25/06/2023 23:00,0,48
721,2,26/06/2023 00:00,0,46
722,2,26/06/2023 01:00,0,48
723,2,26/06/2023 02:00,0,59
724,2,26/06/2023 03:00,0,46
725,2,26/06/2023 04:00,0,46
726,2,26/06/2023 05:00,0,45
727,2,26/06/2023 06:00,0,48
728,2,26/06/2023 07:00,0,50
729,2,26/06/2023 08:00,0,50
730,2,26/06/2023 09:00,0,48
731,2,26/06/2023 10:00,0,50
732,2,26/06/2023 11:00,0,50
733,2,26/06/2023 12:00,0,51
